yIndex,   yValue,        a,       Ta,        b,       Tb,     e(a),    e(Ta),     e(b),    e(Tb),      SSR,       DF, chi-sq/ndf
  193,   3.5730, -39.4508,  23.4846,   6.4622, 103.5162,   3.0285,   2.3733,   3.5485,  44.6671, 7.4168e+03,   796,  1.31384 
  194,   3.5770, -38.7449,  24.1598,   7.2595, 117.0325,   2.3768,   2.0649,   2.8061,  39.6172, 5.5941e+03,   796,  0.83113 
  195,   3.5810, -44.3730,  29.2104,  14.5791,  78.0247,  10.6401,   4.6540,  11.2316,  29.1097, 7.2366e+03,   796,  1.20813 
  196,   3.5850, -40.5766,  25.7439,   9.8046,  94.6681,   4.3663,   2.8588,   4.8960,  31.7754, 6.6626e+03,   796,  1.17138 
  197,   3.5890, -35.5144,  22.1500,   4.4108, 157.3119,   1.7739,   2.1217,   2.1744,  95.7628, 8.9677e+03,   796,  0.88951 
  198,   3.5930, -35.6339,  18.8011,   1.6341, 871.6144,   0.9107,   1.0909,   0.7338, 2771.5827, 6.2578e+03,   796,  0.97407 
  199,   3.5970, -40.2050,  24.8714,   8.3046,  76.5341,   6.6673,   3.5703,   7.3038,  36.7493, 8.0938e+03,   796,  1.09825 
  201,   3.6050, -41.7372,  25.6824,   9.4646,  92.4603,   4.6425,   2.8895,   5.1907,  33.2805, 7.0031e+03,   796,  0.89867 
  202,   3.6090, -57.3917,  28.3135,  24.2118,  53.8390,  33.9768,   6.6691,  34.6890,  23.0755, 8.1495e+03,   796,  1.06000 
  203,   3.6130, -38.9285,  19.7910,   3.1789, 201.3943,   1.1904,   1.3773,   1.3560, 142.0159, 7.4813e+03,   796,  0.67682 
  205,   3.6210, -40.1272,  21.5857,   4.3509, 201.8419,   1.2498,   1.4552,   1.5047, 111.4855, 6.8178e+03,   796,  1.11515 
  206,   3.6250, -41.8338,  23.2279,   6.8845,  92.7791,   3.7250,   2.5017,   4.3076,  41.0328, 8.3358e+03,   796,  1.21140 
  207,   3.6290, -46.8782,  23.1529,  10.5024,  63.4809,   8.4498,   3.2290,   9.1532,  25.9611, 8.3284e+03,   796,  1.14062 
  208,   3.6330, -79.4170,  30.3907,  45.2692,  43.9960,  38.1069,   3.1838,  38.2734,   6.6732, 7.7816e+03,   796,  1.16054 
  209,   3.6370, -53.6055,  26.3703,  18.7824,  58.7821,  17.7513,   4.6855,  18.4677,  21.5716, 8.4668e+03,   796,  0.85098 
  210,   3.6410, -97.4723,  32.1950,  64.1090,  43.2327,  39.5078,   2.3458,  39.5927,   4.0438, 7.9329e+03,   796,  1.35552 
  211,   3.6450, -336.3734,  36.0443, 301.9601,  38.8644, 19944.0691,  81.9341, 19944.7766,  95.1753, 7.5484e+03,   796,  1.11371 
  212,   3.6490, -46.4069,  23.4730,  10.4150,  71.7970,   6.2902,   2.8278,   6.9348,  25.4850, 7.8498e+03,   796,  0.76413 
  213,   3.6530, -37.7168,  21.4274,   3.7156, 197.7977,   1.2352,   1.5193,   1.4855, 124.2137, 6.6513e+03,   796,  0.86078 
  214,   3.6570, -37.4905,  20.3229,   3.0746, 226.1357,   1.2034,   1.4978,   1.3719, 184.7113, 7.9941e+03,   796,  1.18026 
  215,   3.6610, -43.2692,  25.1199,  11.2061,  64.5055,   9.5569,   3.7630,  10.1661,  25.9186, 6.4572e+03,   796,  0.84699 
  216,   3.6650, -61.6831,  28.5006,  28.0682,  48.5297,  50.9018,   7.4559,  51.5479,  22.0204, 6.2736e+03,   796,  0.81082 
  217,   3.6690, -50.9680,  25.6822,  16.8458,  49.7081,  28.8318,   6.1398,  29.5705,  26.4053, 7.8443e+03,   796,  1.47403 
  218,   3.6730, -39.7317,  22.1700,   5.6863, 100.2622,   2.6482,   2.0836,   3.1463,  43.7416, 7.0196e+03,   796,  1.12714 
  219,   3.6770, -71.9220,  29.1450,  39.4738,  44.1843,  34.0124,   3.3951,  34.2291,   7.5842, 6.6180e+03,   796,  1.10116 
  220,   3.6810, -305.4786,  30.4882, 270.7602,  32.6135, 22292.7907,  76.4200, 22293.4874,  88.9132, 5.7438e+03,   796,  0.99951 
  221,   3.6850, -92.2092,  30.3773,  59.7134,  40.2259,  37.7137,   2.1821,  37.7899,   3.7308, 7.2051e+03,   796,  1.26427 
  222,   3.6890, -36.8548,  20.6156,   3.8875, 171.1469,   1.4042,   1.6794,   1.6870, 103.0136, 8.0904e+03,   796,  1.00520 
  223,   3.6930, -34.9155,  18.2175,   2.3662, 416.2041,   1.1486,   1.3618,   0.9801, 595.1191, 9.1565e+03,   796,  1.22757 
  225,   3.7010, -44.5834,  20.2974,   8.5948,  71.9346,   3.9932,   2.1184,   4.6232,  23.1203, 7.8448e+03,   796,  1.21118 
  226,   3.7050, -158.8108,  25.9141, 124.9934,  29.4196, 3865.6305,  41.7185, 3866.5502,  55.7536, 7.9784e+03,   796,  0.72421 
  227,   3.7090, -35.0996,  19.9061,   4.2215,  96.1275,   2.1625,   1.9875,   2.6293,  48.2903, 7.0741e+03,   796,  0.92152 
  228,   3.7130, -66.4628,  26.0207,  35.4920,  38.0817,  34.1226,   3.0707,  34.3174,   6.6919, 6.3911e+03,   796,  0.94439 
  229,   3.7170, -302.1956,  25.9142, 269.6745,  27.4519, 37755.9130,  95.0546, 37756.7815, 108.9117, 6.6637e+03,   796,  0.97540 
  230,   3.7210, -161.6904,  30.3305, 132.5977,  34.7569, 3134.3104,  41.6673, 3135.0941,  54.1831, 7.6017e+03,   796,  1.01213 
  231,   3.7250, -79.6931,  25.1547,  48.9542,  33.1330,  38.4695,   2.1807,  38.5601,   3.7958, 7.4971e+03,   796,  1.45499 
  232,   3.7290, -294.3802,  27.2253, 261.0635,  29.1613, 22748.2555,  73.8246, 22749.0985,  85.6011, 6.9578e+03,   796,  1.08605 
  233,   3.7330, -63.2722,  23.3811,  25.9456,  37.7782,  66.2407,   7.0968,  67.0407,  21.2920, 6.8875e+03,   796,  1.32893 
  234,   3.7370, -54.2338,  21.5084,  10.8269,  52.6487,  11.1056,   2.9667,  11.8709,  23.3141, 8.0743e+03,   796,  1.21582 
  235,   3.7410, -47.1864,  20.7298,   6.1826,  71.5411,   3.8563,   1.8863,   4.4271,  29.9721, 6.3158e+03,   796,  0.91584 
  236,   3.7450, -38.5993,  18.3558,   0.6716, 720230.9436,   0.8935,   0.9193,   0.6131, 3834326863.7336, 6.0172e+03,   796,  0.78268 
  237,   3.7490, -136.1916,  24.2545, 101.1501,  27.1806, 5051.3075,  53.2516, 5052.2336,  74.8104, 7.0243e+03,   796,  0.80978 
  239,   3.7570, -20.7875,  20.1528,   1.3801,  75.7378,   3.4589,   4.2044,   4.0538, 140.7486, 7.5679e+03,   796,  1.27345 
  240,   3.7610, -12.1901,  16.2138,  -0.9274, 1520730.2350,   1.1257,   2.8925,   0.6006, 12505035834.7784, 7.7202e+03,   796,  1.26280 
  241,   3.7650, 109.5586,   1.1516,  -0.8191, 258.4083, 455.8038,   1.2332,   0.3000, 294.0904, 8.2168e+03,   796,  1.09848 
  242,   3.7690,  66.2291,  41.7763, -52.6480,  53.1931,  41.4408,   4.0273,  41.4757,   5.7118, 7.5608e+03,   796,  1.11527 
  243,   3.7730,  52.7124,  28.9908, -22.2352,  60.3324,  20.7512,   5.2910,  21.3366,  19.9990, 6.0041e+03,   796,  0.77462 
  244,   3.7770, 116.0049,  37.0417, -77.9028,  51.7993,  36.5850,   2.2537,  36.6765,   4.0922, 6.0188e+03,   796,  0.94376 
  245,   3.7810, 244.7028,  39.0016, -201.3809,  45.6470, 2096.8227,  27.1604, 2097.3934,  36.4929, 5.6694e+03,   796,  0.56852 
  246,   3.7850,  65.2218,  30.8146, -24.1087,  72.8552,  15.0010,   3.9023,  15.5662,  19.7349, 6.4373e+03,   796,  0.90548 
  247,   3.7890,  61.1918,  30.0287, -24.5954,  62.6589,  23.4170,   5.2866,  24.0488,  21.4079, 7.2763e+03,   796,  1.46731 
  248,   3.7930,  60.7004,  35.3553, -30.9332,  61.9606,  56.5304,  10.5387,  57.1262,  30.9184, 6.9253e+03,   796,  1.04755 
  249,   3.7970,  97.4010,  43.7858, -74.1720,  56.3426,  41.1014,   2.8958,  41.1371,   4.3805, 7.4106e+03,   796,  1.42971 
  250,   3.8010, 168.5144,  47.6818, -148.4940,  53.7268, 6731.1119, 115.4307, 6731.7037, 143.7156, 7.3402e+03,   796,  0.68247 
  251,   3.8050,  64.5005,  48.4897, -48.9861,  63.1326,  41.1303,   4.9650,  41.1649,   7.7622, 7.5173e+03,   796,  1.13237 
  252,   3.8090,  75.2204,  48.8548, -60.6102,  59.8586,  44.9090,   4.3239,  44.9271,   5.8990, 8.8285e+03,   796,  1.32014 
  253,   3.8130,  71.8100,  52.2949, -59.4953,  63.5793,  40.0375,   4.3644,  40.0504,   5.7822, 7.0202e+03,   796,  1.10206 
  254,   3.8170,  62.8287,  46.5270, -50.6299,  55.5663,  40.7081,   4.4683,  40.7206,   5.8727, 7.2485e+03,   796,  0.76337 
  255,   3.8210,  57.3983,  50.3272, -46.7871,  60.4770,  36.7775,   4.8151,  36.7886,   6.3543, 5.9362e+03,   796,  0.68518 
  256,   3.8250,  52.9840,  53.1390, -43.0345,  66.8875,  37.6960,   5.7967,  37.7151,   8.2021, 6.3194e+03,   796,  0.60850 
  257,   3.8290,  49.4635,  61.5904, -40.8291,  76.2960,  40.0582,   7.8016,  40.0723,  10.7978, 7.1750e+03,   796,  1.33345 
  258,   3.8330,  40.2839,  58.1301, -31.7044,  71.4056, 1908.3304, 285.6879, 1908.8719, 442.5975, 7.4887e+03,   796,  1.11540 
  259,   3.8370,  60.9074,  50.5946, -50.5038,  62.0051,  37.4423,   4.6350,  37.4567,   6.1692, 6.1617e+03,   796,  1.06284 
  260,   3.8410,  50.2525,  53.6555, -43.0250,  67.2309,  40.9886,   6.6850,  41.0077,   8.9339, 7.4713e+03,   796,  0.85546 
  261,   3.8450,  16.4530,  49.2052, -10.0379, 105.8768,  44.5533,  53.7636,  45.0839, 195.8190, 7.7573e+03,   796,  0.92645 
  262,   3.8490,  21.4755,  55.1844, -14.2830,  97.1377, 104.8122,  77.6569, 105.2917, 212.1138, 6.3886e+03,   796,  1.00546 
  263,   3.8530,  52.4529,  59.9448, -45.3700,  74.0107,  37.2712,   6.5968,  37.2835,   8.6677, 6.1694e+03,   796,  0.62560 
  264,   3.8570,  45.3807,  54.8396, -37.6444,  67.7379, 1581.9476, 204.7202, 1582.4913, 299.8087, 7.2446e+03,   796,  1.16641 
  265,   3.8610,  33.4612,  49.6309, -25.3977,  69.6875, 348.7901,  90.7582, 349.3252, 161.9072, 6.8214e+03,   796,  0.73686 
  266,   3.8650,  42.2688,  49.9586, -33.9883,  64.0992, 858.3039, 129.6563, 858.8642, 199.9610, 7.2517e+03,   796,  0.84071 
  268,   3.8730,  47.8918,  50.7682, -39.9153,  62.8957,  38.9514,   6.2000,  38.9691,   8.3163, 6.7318e+03,   796,  0.80379 
  269,   3.8770,  37.1586,  53.8795, -29.3880,  72.3275, 583.4089, 127.0092, 583.9276, 211.7587, 6.7127e+03,   796,  1.02187 
  270,   3.8810,  58.4095,  63.7886, -51.2482,  76.6145, 3158.6872, 316.4244, 3159.2213, 435.1862, 7.7129e+03,   796,  0.84636 
  271,   3.8850,  14.5208,  33.9343,  -5.4997, 142.6337,   5.1607,  11.3736,   5.6235, 126.2245, 6.1847e+03,   796,  0.87904 
  272,   3.8890,  11.9022,  30.9005,  -3.4387, 200.8806,   3.2439,  11.3443,   3.7532, 290.9469, 9.1954e+03,   796,  1.36377 
  273,   3.8930,  17.1426,  36.5263,  -8.5088, 110.0156,  11.0982,  15.9313,  11.6260,  90.5720, 7.2066e+03,   796,  1.06685 
  274,   3.8970,  59.3287,  54.1316, -52.3104,  66.7239,  41.0605,   5.6573,  41.0754,   7.2002, 7.4254e+03,   796,  1.07121 
  275,   3.9010,  54.2309,  57.7161, -47.9758,  72.4091,  37.7637,   6.2193,  37.7792,   8.1429, 6.3356e+03,   796,  1.35582 
  276,   3.9050,  17.8765,  16.8146,  -1.4812, 2160635.5342,   1.3497,   2.5365,   0.7756, 20235626951.5297, 1.1872e+04,   796,  0.97756 
  277,   3.9090,  49.3950,  38.2450, -38.9836,  46.7353,  43.1754,   4.9218,  43.2006,   6.6108, 8.1889e+03,   796,  1.46200 
  278,   3.9130,  35.7780,  37.9369, -26.4700,  49.5881, 546.9964,  82.2770, 547.7008, 132.6850, 8.9058e+03,   796,  1.08844 
  279,   3.9170,  14.0500,  29.6068,  -4.4346, 153.1199,   3.0141,   7.7720,   3.4424, 121.6807, 5.7541e+03,   796,  0.59715 
  280,   3.9210,  43.2417,  60.3050, -36.7776,  76.0968, 1382.4480, 225.5471, 1382.9596, 334.7714, 6.9248e+03,   796,  0.95055 
  281,   3.9250,  50.9265,  60.5927, -44.4653,  74.8624,  43.1904,   7.9844,  43.2045,  10.4141, 8.2987e+03,   796,  0.77899 
  282,   3.9290,  51.5300,  55.8844, -44.0164,  70.6267,  37.8623,   6.3694,  37.8805,   8.6803, 6.3944e+03,   796,  1.05115 
  283,   3.9330,  68.4405,  53.3701, -60.0760,  64.7700,  39.2048,   4.5960,  39.2166,   5.7502, 6.7330e+03,   796,  0.88775 
  284,   3.9370,  11.8876,  24.9155,  -2.5142, 255.6034,   1.3601,   5.7479,   1.6710, 321.6980, 6.4415e+03,   796,  0.90470 
  285,   3.9410,  14.6517,  28.3740,  -4.1682, 192.4377,   2.2296,   6.4645,   2.6395, 162.2517, 6.3523e+03,   796,  0.59942 
  286,   3.9450,  48.4031,  48.6463, -38.3631,  68.2458, 387.9808,  68.4255, 388.5953, 116.1823, 8.8499e+03,   796,  1.00993 
  287,   3.9490,  28.1865,  35.4583, -15.3264,  84.2527,  19.1514,  12.5662,  19.7247,  47.5419, 7.4824e+03,   796,  0.66340 
  288,   3.9530,  30.7026,  32.1341, -16.2317,  69.3850,  22.9445,  11.3815,  23.5648,  37.5909, 7.6556e+03,   796,  1.26970 
  291,   3.9650,  33.2634,  22.3159,  -9.4114,  82.4916,   3.6447,   2.8074,   4.1884,  23.6069, 6.5422e+03,   796,  0.76198 
  292,   3.9690,  35.4136,  23.4366, -12.3194,  72.5373,   4.7105,   2.8148,   5.2051,  16.5462, 4.6668e+03,   796,  0.53838 
  293,   3.9730,  32.2113,  19.6420,  -7.5967,  89.4917,   2.3895,   2.2661,   2.8936,  25.8501, 7.4349e+03,   796,  1.00714 
  295,   3.9810,  22.6257,  21.2223,  -5.1805, 116.9736,   1.9280,   3.0906,   2.3516,  50.0589, 7.0019e+03,   796,  1.12943 
  296,   3.9850,  20.4883,  18.9903,  -3.5481, 181.4256,   1.2412,   2.6084,   1.3934, 108.3089, 7.9534e+03,   796,  0.66413 
  297,   3.9890,  26.8918,  27.4675, -12.3327,  68.1156,  12.1062,   7.6614,  12.7264,  30.4816, 7.1545e+03,   796,  1.11122 
  298,   3.9930,  25.4253,  24.3486, -10.7319,  75.5152,   5.4747,   4.6403,   6.0216,  23.1883, 5.9088e+03,   796,  0.53240 
  299,   3.9970,  20.0453,  28.2734,  -8.5675,  98.1840,   5.6482,   7.2652,   6.1907,  46.2953, 7.0462e+03,   796,  1.12789 
  301,   4.0050,  14.8733,  19.1808,  -3.0379, 134.9928,   1.3576,   3.6548,   1.6302,  82.5825, 6.6693e+03,   796,  1.12546 
  302,   4.0090,  17.0855,  26.1798,  -6.1524, 113.4960,   3.6835,   6.7071,   4.2187,  62.7702, 7.8456e+03,   796,  1.01397 
  303,   4.0130,  15.5160,  26.5310,  -5.4335, 140.3928,   2.8274,   6.6322,   3.3126,  85.5065, 7.6077e+03,   796,  0.89312 
  304,   4.0170,  16.2998,  28.1691,  -6.4795, 111.5831,   4.2583,   7.6259,   4.7536,  61.6939, 6.4128e+03,   796,  1.09581 
  305,   4.0210,  58.7562,  44.6964, -50.2640,  55.1420,  40.9083,   4.6002,  40.9291,   5.8917, 7.3481e+03,   796,  1.31732 
  306,   4.0250,  52.7757,  45.9471, -43.2180,  60.8413, 523.0382,  66.3917, 523.5927, 101.7889, 6.7013e+03,   796,  1.15095 
  307,   4.0290,  11.0345,  18.8312,  -2.1696, 2615888.6242,   0.9842,   3.7155,   0.7103, 18015786775.3441, 7.5737e+03,   796,  0.89098 
  308,   4.0330,  12.1272,  24.7745,  -4.0593, 207.3175,   1.5061,   5.7922,   1.8461, 145.1569, 6.2456e+03,   796,  0.79151 
  309,   4.0370,  12.6462,  21.9712,  -4.0633, 134.3452,   1.7950,   5.5485,   2.1946,  76.9820, 7.0759e+03,   796,  1.38877 
  310,   4.0410,  43.2338,  47.5695, -36.2969,  59.0322,  37.8786,   6.2273,  37.8981,   8.2361, 6.3786e+03,   796,  0.78994 
  311,   4.0450,  15.7414,  33.1937,  -7.9672,  80.3375,  14.9231,  17.3121,  15.4503,  68.8089, 6.0514e+03,   796,  0.84976 
  312,   4.0490,  50.0830,  46.5654, -43.0752,  57.9951,  39.4110,   5.4798,  39.4325,   7.0984, 6.8641e+03,   796,  0.92669 
  313,   4.0530,  45.0597,  39.7987, -38.4129,  49.4645,  40.1466,   5.2854,  40.1740,   6.7373, 7.1146e+03,   796,  0.56745 
  314,   4.0570,  46.6014,  34.8790, -37.0605,  44.4729, 654.1166,  63.1814, 654.8430,  91.7071, 8.4800e+03,   796,  0.66143 
  315,   4.0610,  42.1203,  45.4055, -35.3820,  57.6068, 912.0941, 121.0373, 912.7191, 173.6699, 8.2618e+03,   796,  0.71623 
  316,   4.0650,  50.0701,  45.4978, -42.8744,  57.2633,  41.2938,   5.6793,  41.3203,   7.4638, 7.5484e+03,   796,  1.14167 
  317,   4.0690,  10.9858,  17.9647,  -2.0830, 353.1921,   0.9716,   3.6021,   0.8396, 420.5365, 6.3421e+03,   796,  1.24743 
  318,   4.0730,  30.9294,  36.8993, -25.4383,  46.6479, 697.8356, 102.9176, 698.4805, 144.9450, 7.1046e+03,   796,  0.94193 
  319,   4.0770,  26.8400,  46.8770, -21.6758,  70.1523, 192.9420,  71.2308, 193.4638, 125.4134, 6.3562e+03,   796,  1.24646 
  320,   4.0810,  85.1156,  41.6545, -78.1072,  46.9772, 5237.0854, 157.5198, 5237.6765, 186.1344, 6.4026e+03,   796,  1.03701 
  321,   4.0850,  51.4509,  38.1113, -43.6142,  47.1467,  37.3908,   4.1148,  37.4163,   5.2182, 6.1426e+03,   796,  1.10943 
  322,   4.0890,  23.5673,  34.4318, -17.3469,  54.6880, 104.0000,  39.4657, 104.6923,  72.7809, 8.6254e+03,   796,  1.25082 
  323,   4.0930,  47.5089,  40.5569, -40.2554,  51.6987, 736.2423,  79.8554, 736.8891, 111.6871, 7.9506e+03,   796,  1.42520 
  324,   4.0970,   9.4890,  23.0123,  -3.3003, 124.8409,   2.1462,   8.2356,   2.5885,  94.1737, 6.9224e+03,   796,  1.04479 
  325,   4.1010,   9.1294,  13.0520,  -1.2263, 2116796.8744,   1.4493,   3.2967,   0.4997, 15955202427.5845, 8.1414e+03,   796,  1.32015 
  326,   4.1050,  30.5734,  41.3689, -24.6277,  58.4589, 283.2704,  70.4252, 283.9093, 113.4756, 8.3295e+03,   796,  0.93596 
  327,   4.1090,  26.8369,  55.1165, -23.0369,  75.7287, 543.9052, 180.5952, 544.4723, 285.9013, 8.2251e+03,   796,  1.24010 
  328,   4.1130,  30.4065,  55.4936, -25.8339,  76.0917, 536.6356, 157.1740, 537.1779, 251.2535, 7.5535e+03,   796,  0.95976 
  329,   4.1170,  21.0573,  43.9768, -16.1758,  69.7926, 141.4568,  72.8460, 142.0721, 140.1701, 8.5947e+03,   796,  0.88247 
  330,   4.1210,   8.9044,  26.7987,  -4.3600, 108.4825,   4.1990,  13.8764,   4.7427,  89.3020, 7.7109e+03,   796,  1.33128 
  332,   4.1290,  30.6168,  49.8318, -26.9140,  61.9023, 1296.2404, 234.0630, 1296.8180, 320.0994, 7.5862e+03,   796,  1.04314 
  333,   4.1330,  32.5625,  48.8330, -29.3319,  60.9337, 1130.6034, 192.4263, 1131.1574, 256.9857, 6.8747e+03,   796,  0.80538 
  335,   4.1410,  40.3497,  45.9808, -36.1509,  57.4584, 1101.8247, 144.2601, 1102.4386, 191.9429, 8.0095e+03,   796,  1.32232 
  336,   4.1450,  10.1029,  10.6616,  -1.9476, 599.8361,   1.8366,   2.7224,   0.4948, 854.5383, 8.1600e+03,   796,  0.93366 
  337,   4.1490,  35.1064,  50.8837, -30.8890,  64.8034, 973.9997, 174.6247, 974.5643, 245.2272, 7.4518e+03,   796,  1.44703 
  338,   4.1530,  30.4643,  54.1191, -27.6512,  69.3577, 1008.8632, 226.1121, 1009.4197, 313.3830, 7.6155e+03,   796,  1.26673 
  339,   4.1570,  28.1478,  35.2331, -23.0500,  41.5385, 1840.0277, 197.3734, 1840.6892, 264.7656, 6.7856e+03,   796,  1.41763 
  340,   4.1610,  25.1033,  33.7088, -19.2562,  46.4019, 282.4179,  65.8724, 283.1277, 103.8226, 8.1414e+03,   796,  0.98734 
  341,   4.1650,  36.2872,  38.3164, -32.5930,  45.3632,  39.4985,   6.1964,  39.5126,   7.0878, 6.8514e+03,   796,  0.69439 
  342,   4.1690,  18.1817,  47.6348, -15.3420,  67.0340, 351.1299, 163.4526, 351.7231, 260.0391, 8.1183e+03,   796,  1.34958 
  343,   4.1730,  33.7691,  46.4176, -30.8445,  54.8831, 2438.2960, 287.2580, 2438.8919, 358.0551, 7.4209e+03,   796,  0.99823 
  344,   4.1770,  34.2374,  40.6131, -31.9159,  48.6269,  40.4236,   7.0382,  40.4393,   7.8933, 7.2076e+03,   796,  0.97245 
  345,   4.1810,  45.6697,  44.1888, -42.0637,  52.2374,  40.1571,   5.7920,  40.1682,   6.5550, 7.0653e+03,   796,  1.07400 
  346,   4.1850,  35.3001,  44.6025, -32.2577,  54.2114, 1452.5191, 184.4207, 1453.1062, 233.8016, 7.0301e+03,   796,  1.15952 
  347,   4.1890,  37.3352,  39.2881, -34.8862,  47.4959, 1462.8953, 151.7734, 1463.5687, 183.9566, 8.1016e+03,   796,  1.33974 
  348,   4.1930,  23.3318,  48.3133, -22.3966,  60.3625, 1081.7265, 255.9678, 1082.2760, 320.5696, 6.7048e+03,   796,  0.96900 
  349,   4.1970,  21.0431,  44.4899, -19.4788,  60.2306, 414.5468, 138.7926, 415.1204, 190.7006, 7.0390e+03,   796,  0.96811 
