yIndex,   yValue,        a,       Ta,        b,       Tb,     e(a),    e(Ta),     e(b),    e(Tb),      SSR,       DF, chi-sq/ndf
  195,   3.5810, -44.3616,  29.2054,  14.5670,  78.0559,  10.6300,   4.6580,  11.2200,  29.1200, 7.2366e+03,   796,  1.20813 
  196,   3.5850, -40.5743,  25.7424,   9.8020,  94.6853,   4.3670,   2.8620,   4.8960,  31.8000, 6.6626e+03,   796,  1.17138 
  197,   3.5890, -35.5116,  22.1465,   4.4067, 157.5000,   1.7730,   2.1220,   2.1730,  96.0500, 8.9677e+03,   796,  0.88951 
  198,   3.5930, -35.6471,  18.8213,   1.6547, 742.9250,   0.9136,   1.1010,   0.7521, 2042.0000, 6.2580e+03,   796,  0.97410 
  199,   3.5970, -40.2435,  24.8853,   8.3431,  76.2805,   6.7340,   3.5890,   7.3720,  36.6300, 8.0938e+03,   796,  1.09825 
  201,   3.6050, -41.7215,  25.6725,   9.4465,  92.5743,   4.6290,   2.8880,   5.1770,  33.3500, 7.0031e+03,   796,  0.89866 
  202,   3.6090, -54.3238,  27.6792,  21.0754,  56.2529,  25.4000,   5.8580,  26.1100,  23.0000, 8.1496e+03,   796,  1.06002 
  203,   3.6130, -38.9283,  19.7885,   3.1770, 201.5550,   1.1900,   1.3780,   1.3560, 142.4000, 7.4813e+03,   796,  0.67682 
  205,   3.6210, -40.1267,  21.5842,   4.3496, 201.9260,   1.2500,   1.4560,   1.5050, 111.7000, 6.8178e+03,   796,  1.11515 
  206,   3.6250, -41.8325,  23.2259,   6.8821,  92.7916,   3.7250,   2.5040,   4.3080,  41.0600, 8.3358e+03,   796,  1.21140 
  207,   3.6290, -46.8690,  23.1490,  10.4920,  63.5091,   8.4380,   3.2300,   9.1410,  25.9700, 8.3284e+03,   796,  1.14062 
  208,   3.6330, -69.2951,  29.4544,  35.0913,  46.1961,  93.5800,  10.3300,  94.3000,  26.0200, 7.7822e+03,   796,  1.16061 
  209,   3.6370, -53.5930,  26.3670,  18.7695,  58.7973,  17.7300,   4.6900,  18.4500,  21.5700, 8.4668e+03,   796,  0.85099 
  210,   3.6410, -88.1765,  31.6480,  54.7905,  44.2578, 231.3000,  15.3700, 232.0000,  29.6400, 7.9335e+03,   796,  1.35562 
  211,   3.6450, -121.0560,  33.4890,  86.6005,  42.3401, 663.7000,  23.0000, 664.4000,  36.3600, 7.5519e+03,   796,  1.11422 
  212,   3.6490, -46.4010,  23.4702,  10.4083,  71.8207,   6.2860,   2.8300,   6.9300,  25.5000, 7.8498e+03,   796,  0.76413 
  213,   3.6530, -37.7163,  21.4255,   3.7141, 197.9120,   1.2350,   1.5200,   1.4860, 124.5000, 6.6513e+03,   796,  0.86078 
  214,   3.6570, -37.4904,  20.3216,   3.0736, 226.2490,   1.2030,   1.4990,   1.3720, 185.1000, 7.9941e+03,   796,  1.18026 
  215,   3.6610, -43.2650,  25.1175,  11.2012,  64.5154,   9.5530,   3.7670,  10.1600,  25.9200, 6.4572e+03,   796,  0.84699 
  216,   3.6650, -58.1199,  27.9434,  24.4551,  50.2997,  37.9100,   6.5450,  38.5600,  21.5700, 6.2737e+03,   796,  0.81084 
  217,   3.6690, -48.3712,  25.1027,  14.1802,  52.5609,  20.6700,   5.2760,  21.4000,  26.8500, 7.8444e+03,   796,  1.47405 
  218,   3.6730, -39.7273,  22.1661,   5.6805, 100.3410,   2.6450,   2.0840,   3.1430,  43.8200, 7.0196e+03,   796,  1.12714 
  219,   3.6770, -63.8207,  28.2587,  31.3132,  46.4216,  63.4600,   8.2370,  64.1300,  21.8500, 6.6184e+03,   796,  1.10122 
  220,   3.6810, -106.8940,  28.4333,  72.1390,  35.4440, 638.4000,  20.1500, 639.1000,  32.7600, 5.7464e+03,   796,  0.99997 
  221,   3.6850, -84.7807,  29.9668,  52.2676,  40.9816, 260.2000,  15.8800, 260.9000,  30.0900, 7.2056e+03,   796,  1.26435 
  222,   3.6890, -36.8479,  20.6074,   3.8777, 171.7910,   1.4010,   1.6780,   1.6820, 103.8000, 8.0904e+03,   796,  1.00519 
  223,   3.6930, -34.9157,  18.2156,   2.3649, 416.9160,   1.1480,   1.3620,   0.9801, 597.9000, 9.1565e+03,   796,  1.22757 
  225,   3.7010, -44.5776,  20.2938,   8.5873,  71.9706,   3.9890,   2.1190,   4.6180,  23.1400, 7.8448e+03,   796,  1.21118 
  226,   3.7050, -87.1322,  24.4247,  53.2676,  31.7355, 439.2000,  17.7700, 440.1000,  32.0600, 7.9804e+03,   796,  0.72439 
  227,   3.7090, -35.0942,  19.9006,   4.2140,  96.2633,   2.1580,   1.9870,   2.6240,  48.4200, 7.0741e+03,   796,  0.92152 
  228,   3.7130, -57.9859,  25.1786,  26.9577,  40.1942,  70.1000,   8.4850,  70.8300,  22.5900, 6.3915e+03,   796,  0.94445 
  229,   3.7170, -95.3198,  24.1562,  62.7690,  29.8672, 755.6000,  22.0100, 756.5000,  35.9600, 6.6663e+03,   796,  0.97578 
  230,   3.7210, -87.7187,  28.4522,  58.5786,  37.5813, 368.4000,  18.2400, 369.2000,  30.9600, 7.6037e+03,   796,  1.01240 
  231,   3.7250, -71.7325,  24.7281,  40.9737,  33.9605, 239.6000,  14.7400, 240.4000,  29.3000, 7.4976e+03,   796,  1.45509 
  232,   3.7290, -98.0771,  25.1951,  64.7132,  31.9865, 542.1000,  18.1400, 542.9000,  30.0600, 6.9605e+03,   796,  1.08646 
  233,   3.7330, -57.6869,  22.7176,  20.2857,  40.0723,  39.9500,   5.6530,  40.7400,  20.5700, 6.8878e+03,   796,  1.32898 
  234,   3.7370, -54.2091,  21.5019,  10.8003,  52.7007,  11.0600,   2.9650,  11.8300,  23.3200, 8.0743e+03,   796,  1.21582 
  235,   3.7410, -47.1837,  20.7276,   6.1787,  71.5645,   3.8540,   1.8870,   4.4240,  29.9900, 6.3158e+03,   796,  0.91584 
  236,   3.7450, -38.5991,  18.3529,   0.6693,   2.9806,   0.8932,   0.9195,   0.6133,   0.0000, 6.0172e+03,   796,  0.78268 
  237,   3.7490, -78.0869,  23.0994,  43.0141,  29.0569, 616.2000,  22.8400, 617.2000,  44.8200, 7.0259e+03,   796,  0.80997 
  239,   3.7570, -31.2818,  23.6202,  12.0844,  34.1610, 152.5000,  24.5100, 153.4000,  73.4600, 7.5654e+03,   796,  1.27303 
  240,   3.7610, -17.0661,  24.6592,   6.0491,  24.5162,   0.0000,   0.0000,   0.0000,   0.0000, 8.0962e+03,   796,  1.32430 
  241,   3.7650,  -8.5026,  70.7120,   8.5119,  55.3071, 1117.0000, 1137.0000, 1116.0000, 908.3000, 8.2187e+03,   796,  1.09874 
  242,   3.7690,  59.1203,  41.1379, -45.5320,  54.1672, 510.6000,  51.5900, 511.3000,  81.1400, 7.5611e+03,   796,  1.11531 
  243,   3.7730,  52.7624,  29.0032, -22.2864,  60.2814,  20.8700,   5.3130,  21.4500,  19.9900, 6.0041e+03,   796,  0.77462 
  244,   3.7770, 113.2150,  36.8762, -75.1056,  52.1094, 211.1000,  12.8900, 211.7000,  24.3300, 6.0189e+03,   796,  0.94378 
  245,   3.7810, 146.5180,  36.8269, -103.1330,  48.9476, 356.5000,  13.6500, 357.1000,  23.1300, 5.6712e+03,   796,  0.56870 
  246,   3.7850,  65.0381,  30.7750, -23.9211,  73.0552,  14.8100,   3.8870,  15.3700,  19.7900, 6.4373e+03,   796,  0.90549 
  247,   3.7890,  59.9273,  29.7378, -23.2944,  63.8787,  20.9200,   5.0280,  21.5500,  21.4800, 7.2764e+03,   796,  1.46731 
  248,   3.7930,  58.4097,  34.9086, -28.6156,  63.3140,  47.5000,   9.7620,  48.0900,  30.5100, 6.9254e+03,   796,  1.04756 
  249,   3.7970,  94.4869,  43.6070, -71.2549,  56.6253, 629.4000,  39.7000, 630.0000,  63.7700, 7.4108e+03,   796,  1.42974 
  250,   3.8010,  45.4048,  39.5847, -25.2991,  68.9366,  69.3000,  18.5900,  69.8900,  51.8500, 7.3574e+03,   796,  0.68407 
  251,   3.8050,  55.2634,  47.3824, -39.7399,  65.0504, 413.0000,  58.4700, 413.6000, 105.7000, 7.5176e+03,   796,  1.13243 
  252,   3.8090,  69.9483,  48.4682, -55.3356,  60.4263, 1283.0000, 101.0000, 1283.0000, 152.0000, 8.8288e+03,   796,  1.32018 
  253,   3.8130,  32.5776,  46.0729, -20.2443,  75.4272, 115.5000,  42.7800, 116.0000, 106.5000, 7.0305e+03,   796,  1.10367 
  254,   3.8170,  59.8539,  46.3101, -47.6536,  55.8612, 1737.0000, 130.0000, 1737.0000, 187.0000, 7.2486e+03,   796,  0.76338 
  255,   3.8210,  53.8306,  50.0086, -43.2180,  60.9230, 1509.0000, 142.0000, 1509.0000, 206.9000, 5.9364e+03,   796,  0.68519 
  256,   3.8250,  45.3268,  52.0865, -35.3735,  68.5504, 651.0000, 105.5000, 651.5000, 172.1000, 6.3197e+03,   796,  0.60853 
  257,   3.8290,  41.2792,  60.2781, -32.6425,  78.3653, 1005.0000, 194.6000, 1006.0000, 318.6000, 7.1753e+03,   796,  1.33351 
  258,   3.8330,  33.7017,  56.9411, -25.1201,  73.3223, 1032.0000, 224.1000, 1033.0000, 380.9000, 7.4890e+03,   796,  1.11544 
  259,   3.8370,  56.2331,  50.1567, -45.8278,  62.6407, 1101.0000, 112.2000, 1102.0000, 165.1000, 6.1619e+03,   796,  1.06287 
  260,   3.8410,   0.0000,  87.3518,  -5.8561,   0.0000,   0.0000,   0.0000,   0.0000,   0.0000, 6.1619e+03,   796,  0.70553 
  261,   3.8450,  13.6008,  45.0372,  -7.1385, 125.2410,  19.6200,  36.3200,  20.1500, 205.3000, 7.7574e+03,   796,  0.92646 
  262,   3.8490,  15.5420,  49.0379,  -8.2986, 119.9220,  28.1200,  41.8400,  28.5900, 205.9000, 6.3887e+03,   796,  1.00548 
  263,   3.8530,  45.9634,  59.0500, -38.8788,  75.3239, 1109.0000, 175.6000, 1109.0000, 262.0000, 6.1697e+03,   796,  0.62563 
  264,   3.8570,  20.1699,  47.5140, -12.4105,  82.3328,  92.6100,  63.5200,  93.1500, 172.4000, 7.2488e+03,   796,  1.16709 
  265,   3.8610,  20.3791,  43.9626, -12.2682,  82.8988,  54.9900,  40.9100,  55.5200, 120.8000, 6.8216e+03,   796,  0.73688 
  266,   3.8650,  35.3267,  48.7058, -27.0414,  66.1450, 465.4000, 101.9000, 466.0000, 172.4000, 7.2520e+03,   796,  0.84074 
  268,   3.8730,  40.4195,  49.7346, -32.4391,  64.4290, 738.9000, 121.4000, 739.4000, 187.7000, 6.7321e+03,   796,  0.80382 
  269,   3.8770,  10.1884,  26.9743,  -1.6616, -23295.1000,   0.9626,   6.3140,   1.1480,   2.6900, 6.7338e+03,   796,  1.02509 
  270,   3.8810,  30.4552,  58.4585, -23.2817,  85.3615, 363.2000, 133.7000, 363.8000, 257.2000, 7.7134e+03,   796,  0.84642 
  271,   3.8850,  11.7898,  23.8346,  -1.9854,  -2.4479,   0.8431,   4.3100,   0.9017,   2.0400, 6.2017e+03,   796,  0.88146 
  272,   3.8890,  10.6309,  24.4273,  -1.6722, -7183.4600,   1.0280,   6.0030,   1.1220,   0.0000, 9.2026e+03,   796,  1.36484 
  273,   3.8930,  17.1375,  36.5192,  -8.5036, 110.0570,  11.0900,  15.9500,  11.6200,  90.6500, 7.2066e+03,   796,  1.06685 
  274,   3.8970,  52.8891,  53.4356, -45.8690,  67.7051, 1115.0000, 136.3000, 1116.0000, 193.4000, 7.4257e+03,   796,  1.07125 
  275,   3.9010,  46.8105,  56.6737, -40.5526,  73.9259, 820.0000, 134.2000, 820.5000, 198.8000, 6.3359e+03,   796,  1.35588 
  276,   3.9050,  17.8744,  16.8324,  -1.4868, 31522.9000,   1.3480,   2.5430,   0.7795,   0.0000, 1.1872e+04,   796,  0.97757 
  277,   3.9090,  42.5962,  37.5970, -32.1801,  47.6844, 733.3000,  81.4000, 734.0000, 124.5000, 8.1891e+03,   796,  1.46205 
  278,   3.9130,  30.0844,  36.8955, -20.7655,  51.3246, 293.0000,  64.0900, 293.7000, 114.9000, 8.9060e+03,   796,  1.08847 
  279,   3.9170,  14.0460,  29.5951,  -4.4296, 153.2960,   3.0090,   7.7720,   3.4370, 122.0000, 5.7541e+03,   796,  0.59715 
  280,   3.9210,  35.8800,  58.8586, -29.4127,  78.3383, 747.2000, 177.5000, 747.7000, 286.5000, 6.9251e+03,   796,  0.95059 
  281,   3.9250,  42.1809,  59.2683, -35.7178,  76.8309, 1082.0000, 199.8000, 1083.0000, 303.4000, 8.2991e+03,   796,  0.77902 
  282,   3.9290,  43.4737,  54.6621, -35.9564,  72.4950, 655.5000, 118.9000, 656.0000, 186.4000, 6.3947e+03,   796,  1.05120 
  283,   3.9330,  65.7514,  53.1515, -57.3857,  65.0576, 1647.0000, 137.4000, 1647.0000, 186.8000, 6.7331e+03,   796,  0.88776 
  284,   3.9370,  11.8870,  24.9125,  -2.5133, 255.7670,   1.3600,   5.7510,   1.6710, 322.4000, 6.4414e+03,   796,  0.90470 
  285,   3.9410,  13.2850,  22.1434,  -2.0602,  -5.7484,   0.8447,   3.4840,   0.8158,   0.0000, 6.3672e+03,   796,  0.60082 
  286,   3.9450,  40.9421,  47.0878, -30.8865,  71.0462, 217.3000,  54.0300, 217.9000, 102.4000, 8.8502e+03,   796,  1.00996 
  287,   3.9490,  28.1957,  35.4643, -15.3358,  84.2287,  19.1900,  12.6000,  19.7700,  47.5500, 7.4824e+03,   796,  0.66340 
  288,   3.9530,  30.3791,  31.9652, -15.8969,  69.9143,  21.8500,  11.1500,  22.4700,  37.5000, 7.6556e+03,   796,  1.26970 
  291,   3.9650,  33.2648,  22.3172,  -9.4131,  82.4821,   3.6480,   2.8110,   4.1920,  23.6100, 6.5421e+03,   796,  0.76198 
  292,   3.9690,  35.4186,  23.4400, -12.3252,  72.5199,   4.7180,   2.8190,   5.2120,  16.5500, 4.6668e+03,   796,  0.53837 
  293,   3.9730,  32.2075,  19.6382,  -7.5915,  89.5376,   2.3880,   2.2670,   2.8910,  25.8800, 7.4349e+03,   796,  1.00714 
  295,   3.9810,  22.6265,  21.2236,  -5.1816, 116.9510,   1.9300,   3.0940,   2.3540,  50.0800, 7.0019e+03,   796,  1.12943 
  296,   3.9850,  20.4885,  18.9911,  -3.5486, 181.3850,   1.2420,   2.6100,   1.3940, 108.4000, 7.9534e+03,   796,  0.66413 
  297,   3.9890,  26.8436,  27.4380, -12.2808,  68.1752,  12.0300,   7.6520,  12.6500,  30.5100, 7.1545e+03,   796,  1.11122 
  298,   3.9930,  25.4299,  24.3526, -10.7370,  75.4963,   5.4840,   4.6480,   6.0300,  23.1900, 5.9088e+03,   796,  0.53240 
  299,   3.9970,  20.0448,  28.2728,  -8.5669,  98.1882,   5.6510,   7.2750,   6.1940,  46.3200, 7.0462e+03,   796,  1.12789 
  301,   4.0050,  14.8703,  19.0779,  -3.0047, 136.3900,   1.3380,   3.6150,   1.6000,  83.8700, 6.6693e+03,   796,  1.12546 
  302,   4.0090,  17.0812,  26.1677,  -6.1463, 113.5740,   3.6770,   6.7070,   4.2120,  62.8500, 7.8456e+03,   796,  1.01397 
  303,   4.0130,  15.5026,  26.4872,  -5.4145, 140.8440,   2.8060,   6.6120,   3.2900,  85.8900, 7.6077e+03,   796,  0.89312 
  304,   4.0170,  16.2970,  28.1619,  -6.4758, 111.6240,   4.2560,   7.6300,   4.7510,  61.7500, 6.4128e+03,   796,  1.09581 
  305,   4.0210,  53.0936,  44.1751, -44.5981,  55.8585, 864.7000,  87.9200, 865.3000, 124.1000, 7.3484e+03,   796,  1.31737 
  306,   4.0250,  44.2908,  44.6654, -34.7222,  62.9123, 288.9000,  52.5700, 289.5000,  88.0700, 6.7016e+03,   796,  1.15100 
  307,   4.0290,  11.0475,  19.0436,  -2.2201, 5281.2400,   0.9790,   3.7900,   0.7368,   0.0000, 7.5739e+03,   796,  0.89101 
  308,   4.0330,  12.1281,  24.7797,  -4.0609, 207.2030,   1.5080,   5.8000,   1.8490, 145.2000, 6.2456e+03,   796,  0.79151 
  309,   4.0370,  12.6459,  21.9701,  -4.0629, 134.3590,   1.7960,   5.5530,   2.1950,  77.0500, 7.0759e+03,   796,  1.38877 
  310,   4.0410,  36.1048,  46.5322, -29.1646,  60.5778, 619.6000, 109.5000, 620.1000, 166.7000, 6.3788e+03,   796,  0.78998 
  311,   4.0450,  15.0599,  32.3609,  -7.2574,  83.8335,  12.0100,  15.6900,  12.5300,  69.4200, 6.0514e+03,   796,  0.84976 
  312,   4.0490,  42.7897,  45.6756, -35.7785,  59.2840, 647.2000,  93.7700, 647.8000, 137.1000, 6.8644e+03,   796,  0.92673 
  313,   4.0530,  37.8989,  38.9416, -31.2464,  50.6610, 529.1000,  75.7700, 529.7000, 109.0000, 7.1148e+03,   796,  0.56747 
  314,   4.0570,  38.9464,  33.9895, -29.3952,  45.8236, 352.5000,  49.8100, 353.2000,  78.2600, 8.4803e+03,   796,  0.66145 
  315,   4.0610,  34.9840,  44.2767, -28.2413,  59.3298, 491.9000,  95.5300, 492.5000, 148.0000, 8.2620e+03,   796,  0.71625 
  316,   4.0650,  22.0011,  38.6049, -14.7427,  69.7345,  57.3400,  33.4100,  57.9400,  79.5300, 7.5534e+03,   796,  1.14243 
  317,   4.0690,  10.9886,  17.9395,  -2.0788, 354.9050,   0.9716,   3.5950,   0.8371, 424.6000, 6.3421e+03,   796,  1.24743 
  318,   4.0730,  25.5754,  35.9312, -20.0775,  48.0440, 367.1000,  80.5400, 367.8000, 122.3000, 7.1048e+03,   796,  0.94196 
  319,   4.0770,  23.2502,  45.3368, -18.0727,  72.9710, 117.6000,  58.1000, 118.1000, 112.9000, 6.3563e+03,   796,  1.24649 
  320,   4.0810,  48.4289,  39.7240, -41.4151,  49.4581, 866.8000,  81.7600, 867.4000, 109.9000, 6.4034e+03,   796,  1.03714 
  321,   4.0850,  23.1974,  32.9232, -15.3073,  55.9170,  57.7300,  25.0600,  58.3200,  53.4800, 6.1484e+03,   796,  1.11048 
  322,   4.0890,  21.1678,  33.4068, -14.9271,  56.6430,  70.0100,  33.5600,  70.7000,  67.2900, 8.6255e+03,   796,  1.25084 
  323,   4.0930,  39.5279,  39.5227, -32.2670,  53.2222, 400.1000,  63.3500, 400.7000,  94.9900, 7.9509e+03,   796,  1.42526 
  324,   4.0970,   9.4880,  23.0075,  -3.2988, 124.8760,   2.1460,   8.2400,   2.5880,  94.2800, 6.9224e+03,   796,  1.04478 
  325,   4.1010,   9.1175,  13.2094,  -1.2594, 4108.6300,   1.4290,   3.3530,   0.5168,   0.0000, 8.1416e+03,   796,  1.32018 
  326,   4.1050,  14.6807,  32.7841,  -8.5811,  78.3813,  17.8500,  21.7200,  18.4700,  73.0200, 8.3320e+03,   796,  0.93625 
  327,   4.1090,  22.6387,  53.4696, -18.8334,  78.4585, 310.3000, 144.4000, 310.9000, 250.2000, 8.2253e+03,   796,  1.24013 
  328,   4.1130,  25.5261,  53.7982, -20.9475,  78.9451, 300.3000, 124.6000, 300.9000, 219.3000, 7.5537e+03,   796,  0.95978 
  329,   4.1170,  18.7034,  42.5922, -13.8078,  72.5316,  92.6000,  60.9700,  93.2200, 129.3000, 8.5949e+03,   796,  0.88249 
  330,   4.1210,   8.8746,  26.6759,  -4.3225, 109.1380,   4.1050,  13.7300,   4.6460,  89.6400, 7.7109e+03,   796,  1.33128 
  332,   4.1290,  25.1775,  48.6421, -21.4724,  63.5956, 688.1000, 184.3000, 688.7000, 269.5000, 7.5864e+03,   796,  1.04317 
  333,   4.1330,  26.8834,  47.6715, -23.6503,  62.5498, 612.9000, 153.1000, 613.5000, 216.8000, 6.8749e+03,   796,  0.80541 
  335,   4.1410,  33.2831,  44.8614, -29.0798,  58.9959, 594.0000, 114.5000, 594.6000, 161.6000, 8.0098e+03,   796,  1.32237 
  336,   4.1450,  10.1075,  10.6539,  -1.9469, 600.8390,   1.8370,   2.7200,   0.4946, 858.1000, 8.1600e+03,   796,  0.93366 
  337,   4.1490,  15.4730,  43.0752, -11.2173,  78.8555,  62.9300,  57.7900,  63.4900, 135.7000, 7.4550e+03,   796,  1.44765 
  338,   4.1530,  22.8932,  51.9001, -20.0760,  72.6725, 404.8000, 159.2000, 405.4000, 246.5000, 7.6159e+03,   796,  1.26679 
  339,   4.1570,  50.6284,  36.5299, -45.5293,  39.8643,   0.0000, 400.3000,   0.0000, 457.3000, 6.7854e+03,   796,  1.41758 
  340,   4.1610,  21.3185,  32.6424, -15.4567,  48.1118, 158.0000,  52.3300, 158.7000,  90.5000, 8.1415e+03,   796,  0.98736 
  341,   4.1650,  31.1516,  37.7667, -27.4565,  46.0621, 1134.0000, 143.3000, 1135.0000, 182.5000, 6.8516e+03,   796,  0.69441 
  342,   4.1690,  15.5150,  46.1683, -12.6691,  69.4304, 206.4000, 132.2000, 207.0000, 229.2000, 8.1184e+03,   796,  1.34960 
  343,   4.1730,  27.6525,  45.5475, -24.7277,  56.0127, 1297.0000, 228.8000, 1298.0000, 297.5000, 7.4211e+03,   796,  0.99826 
  344,   4.1770,  28.1422,  39.7979, -25.8190,  49.6398, 899.8000, 147.6000, 900.5000, 185.2000, 7.2078e+03,   796,  0.97248 
  345,   4.1810,  41.2488,  43.7833, -37.6422,  52.7420, 1630.0000, 166.9000, 1631.0000, 207.5000, 7.0655e+03,   796,  1.07403 
  346,   4.1850,  28.9619,  43.6356, -25.9179,  55.4975, 776.6000, 146.8000, 777.2000, 195.1000, 7.0304e+03,   796,  1.15956 
  347,   4.1890,  30.5921,  38.4427, -28.1408,  48.5557, 784.5000, 121.5000, 785.2000, 152.6000, 8.1019e+03,   796,  1.33978 
  348,   4.1930,  19.1532,  47.1264, -18.2164,  61.9068, 588.3000, 205.1000, 588.9000, 268.3000, 6.7049e+03,   796,  0.96902 
  349,   4.1970,  17.4839,  43.0679, -15.9138,  62.2617, 230.0000, 111.0000, 230.6000, 162.5000, 7.0391e+03,   796,  0.96813 
