  0,   2.801,    2.909,   31.877,    0.000,    0.000,    0.577,    8.204,    0.000,    0.000,    0.000,    0.002,    0.000,    0.000, 
  1,   2.805,    5.027,   15.988,    0.000,    0.000,    0.891,    3.447,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
  3,   2.813,    6.729,   14.166,    0.000,    0.000,    1.087,    2.717,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
  4,   2.817,    5.286,   21.172,    0.000,    0.000,    0.706,    3.388,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
  5,   2.821,    4.590,   21.834,    0.000,    0.000,    0.732,    4.065,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
  6,   2.825,    3.695,   36.627,    0.000,    0.000,    0.518,    6.773,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
  7,   2.829,    3.596,   32.141,    0.000,    0.000,    0.561,    6.536,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
  8,   2.833,    4.521,   23.336,    0.000,    0.000,    0.724,    4.738,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
  9,   2.837,    3.548,   32.099,    0.000,    0.000,    0.541,    6.408,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 10,   2.841,    3.294,   33.104,    0.000,    0.000,    0.517,    6.820,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 11,   2.845,    4.840,   18.267,    0.000,    0.000,    0.795,    3.996,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 12,   2.849,    4.295,   21.113,    0.000,    0.000,    0.808,    4.771,    0.000,    0.000,    0.000,    0.001,    0.000,    0.000, 
 13,   2.853,    4.239,   16.632,    0.000,    0.000,    0.820,    3.937,    0.000,    0.000,    0.000,    0.001,    0.000,    0.000, 
 14,   2.857,    5.635,   16.889,    0.000,    0.000,    0.888,    3.253,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 15,   2.861,    4.331,   31.860,    0.000,    0.000,    0.624,    5.990,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 16,   2.865,    3.830,   15.075,    0.000,    0.000,    1.015,    4.775,    0.000,    0.000,    0.002,    0.005,    0.000,    0.000, 
 17,   2.869,    4.613,   17.107,    0.000,    0.000,    0.890,    4.041,    0.000,    0.000,    0.000,    0.001,    0.000,    0.000, 
 18,   2.873,    6.009,   15.778,    0.000,    0.000,    0.948,    3.017,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 19,   2.877,    5.397,   14.812,    0.000,    0.000,    0.965,    3.178,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 20,   2.881,    3.918,   24.192,    0.000,    0.000,    0.663,    4.428,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 21,   2.885,    5.338,   19.349,    0.000,    0.000,    0.716,    3.319,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 22,   2.889,    6.052,   12.273,    0.000,    0.000,    1.182,    2.767,    0.000,    0.000,    0.000,    0.001,    0.000,    0.000, 
 23,   2.893,    4.430,   14.969,    0.000,    0.000,    1.032,    4.061,    0.000,    0.000,    0.001,    0.002,    0.000,    0.000, 
 24,   2.897,    4.583,   31.244,    0.000,    0.000,    0.540,    4.789,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 25,   2.901,    5.999,    8.547,    0.000,    0.000,    1.635,    2.495,    0.000,    0.000,    0.002,    0.003,    0.000,    0.000, 
 26,   2.905,    3.375,   32.468,    0.000,    0.000,    0.496,    6.240,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 27,   2.909,    3.888,   25.137,    0.000,    0.000,    0.589,    4.871,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 28,   2.913,    5.463,   16.435,    0.000,    0.000,    0.903,    3.314,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 29,   2.917,    6.689,    9.081,    0.000,    0.000,    1.590,    2.345,    0.000,    0.000,    0.001,    0.002,    0.000,    0.000, 
 30,   2.921,    7.310,   13.126,    0.000,    0.000,    1.022,    2.154,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 31,   2.925,    6.011,   13.258,    0.000,    0.000,    1.036,    2.688,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 32,   2.929,    8.113,    9.959,    0.000,    0.000,    1.298,    1.771,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 33,   2.933,    5.043,   31.239,    0.000,    0.000,    0.540,    4.348,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 34,   2.937,    8.022,   13.175,    0.000,    0.000,    1.099,    2.123,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 35,   2.941,    6.654,   17.169,    0.000,    0.000,    0.894,    2.834,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 36,   2.945,    6.105,   13.609,    0.000,    0.000,    1.083,    2.860,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 37,   2.949,    3.642,   22.166,    0.000,    0.000,    0.682,    4.795,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 38,   2.953,    3.778,   42.188,    0.000,    0.000,    0.467,    7.010,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 39,   2.957,    5.465,   16.879,    0.000,    0.000,    0.877,    3.324,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 40,   2.961,    4.528,   19.533,    0.000,    0.000,    0.713,    3.913,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 41,   2.965,    6.498,   10.945,    0.000,    0.000,    1.219,    2.332,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 44,   2.977,    6.096,   11.914,    0.000,    0.000,    1.119,    2.525,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 45,   2.981,    6.563,   14.300,    0.000,    0.000,    0.971,    2.513,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 46,   2.985,    7.174,   11.725,    0.000,    0.000,    1.307,    2.455,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 47,   2.989,    5.531,   18.651,    0.000,    0.000,    0.836,    3.496,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 48,   2.993,    6.241,   16.440,    0.000,    0.000,    0.913,    2.930,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 49,   2.997,    8.512,   14.067,    0.000,    0.000,    0.945,    1.854,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 50,   3.001,    7.506,   15.256,    0.000,    0.000,    0.902,    2.200,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 51,   3.005,   11.778,    7.253,    0.000,    0.000,    1.885,    1.185,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 52,   3.009,    7.940,   13.453,    0.000,    0.000,    1.024,    2.049,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 53,   3.013,    8.393,   20.534,    0.000,    0.000,    0.771,    2.359,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 54,   3.017,    6.519,   11.560,    0.000,    0.000,    1.058,    2.153,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 55,   3.021,    9.603,    8.941,    0.000,    0.000,    1.593,    1.599,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 56,   3.025,    5.857,   15.264,    0.000,    0.000,    0.923,    2.905,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 57,   3.029,    7.634,   11.419,    0.000,    0.000,    1.165,    1.985,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 58,   3.033,    5.451,   16.279,    0.000,    0.000,    1.001,    3.615,    0.000,    0.000,    0.000,    0.001,    0.000,    0.000, 
 59,   3.037,    6.578,   13.064,    0.000,    0.000,    1.104,    2.578,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 60,   3.041,    6.233,   15.150,    0.000,    0.000,    0.929,    2.703,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 61,   3.045,    7.477,   14.985,    0.000,    0.000,    0.876,    2.109,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 62,   3.049,    8.007,   20.285,    0.000,    0.000,    0.756,    2.372,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 63,   3.053,    6.139,   29.707,    0.000,    0.000,    0.551,    3.462,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 64,   3.057,    8.401,   14.946,    0.000,    0.000,    0.931,    1.989,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 65,   3.061,   10.534,    9.881,    0.000,    0.000,    1.356,    1.405,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
 66,   3.065,   10.316,   11.099,    0.000,    0.000,    1.297,    1.586,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000, 
