yIndex,   yValue,        a,       Ta,        b,       Tb,     e(a),    e(Ta),     e(b),    e(Tb),      SSR,       DF, chi-sq/ndf
  216,   3.6650, -49.2997,  29.4438,  18.4454,  60.3168,  22.7809,   5.9987,  23.2789,  25.9289, 6.8235e+03,   803,  0.91374 
  218,   3.6730, -43.5948,  26.5326,  12.2070,  67.1379,  10.7864,   4.1282,  11.2917,  27.5809, 7.3693e+03,   803,  1.17470 
  219,   3.6770, -50.1168,  27.8818,  19.2989,  56.1725,  23.1308,   5.6043,  23.6434,  22.6195, 6.8294e+03,   803,  1.13813 
  222,   3.6890, -40.0761,  25.6434,  10.0795,  77.9719,   6.9837,   3.6030,   7.4942,  31.7464, 8.3718e+03,   803,  1.05288 
  223,   3.6930, -35.8062,  22.2129,   6.0897,  99.3333,   3.0547,   2.4759,   3.5070,  44.9626, 9.3262e+03,   803,  1.28712 
  225,   3.7010, -50.7855,  26.0617,  19.5095,  53.9819,  22.2546,   5.3176,  22.8464,  21.3867, 8.6976e+03,   803,  1.37808 
  226,   3.7050, -40.0873,  20.2003,   9.7014,  79.9769,   3.7802,   2.3553,   4.3231,  23.9841, 1.1243e+04,   803,  1.04471 
  227,   3.7090, -35.8117,  20.6946,   5.3308,  81.1163,   3.1228,   2.1764,   3.5564,  36.3405, 7.1013e+03,   803,  0.90334 
  228,   3.7130, -43.6217,  23.9294,  13.6940,  50.2532,  17.2717,   4.6251,  17.8028,  22.2200, 6.4872e+03,   803,  0.97954 
  229,   3.7170, -40.0680,  20.1803,   9.7248,  79.9763,   3.5192,   2.1951,   4.0256,  22.2947, 9.7948e+03,   803,  1.41005 
  230,   3.7210, -40.0361,  20.1289,   9.8225,  79.9843,   3.3961,   2.1237,   3.8874,  21.3557, 9.2478e+03,   803,  1.26415 
  232,   3.7290, -40.0776,  20.1775,   9.7337,  79.9790,   3.4821,   2.1717,   3.9834,  22.0439, 9.5977e+03,   803,  1.46074 
  233,   3.7330, -49.1784,  23.4646,  14.4058,  47.7059,  20.5058,   4.5313,  21.0796,  22.6041, 7.2316e+03,   803,  1.43916 
  234,   3.7370, -56.2112,  24.4896,  16.3534,  49.4857,  23.5000,   4.6405,  24.1144,  23.5676, 8.6504e+03,   803,  1.32519 
  235,   3.7410, -48.6933,  23.2217,  10.2178,  59.0032,   9.0190,   2.8688,   9.5229,  23.8017, 6.5828e+03,   803,  0.98064 
  236,   3.7450, -38.0932,  20.7618,   2.6680,  89.5232,   2.4899,   1.7934,   2.8704,  71.2099, 6.2254e+03,   803,  0.79998 
  237,   3.7490, -45.5331,  22.7682,  12.9686,  38.9663,  46.0222,   7.5544,  46.6510,  34.3022, 7.3231e+03,   803,  0.86201 
  238,   3.7530, -30.0371,  17.3555,   0.4930,  79.8402,   2.1693,   1.9578,   2.5551, 306.1463, 7.6130e+03,   803,  1.42486 
  239,   3.7570, -20.4604,  20.7381,   1.5156,  75.3145,   3.7375,   4.2051,   4.2078, 130.0776, 7.5830e+03,   803,  1.21469 
  240,   3.7610, -16.4758,  21.9158,   5.2127,  30.5573, 208.2076,  51.8191, 208.9610, 188.8996, 8.4021e+03,   803,  1.35901 
  241,   3.7650,   1.8554,  27.3491,  -1.7739,  99.5323,   5.2365,  72.4775,   5.7065, 218.9333, 8.2999e+03,   803,  1.09880 
  242,   3.7690,  21.5815,  29.6514,  -7.9097,  89.4577,   8.1040,   8.2341,   8.5766,  55.0433, 7.7057e+03,   803,  1.07504 
  243,   3.7730,  45.1529,  28.2079, -15.9175,  70.3076,  11.0070,   4.1296,  11.4634,  22.4020, 6.2241e+03,   803,  0.82040 
  244,   3.7770,  60.4922,  30.3591, -23.7741,  65.2747,  19.5870,   4.6382,  20.0683,  20.2893, 6.7101e+03,   803,  1.02906 
  245,   3.7810,  64.6844,  27.4654, -22.0232,  60.6050,  16.1642,   3.4875,  16.6591,  17.1392, 6.6457e+03,   803,  0.66693 
  246,   3.7850,  55.2089,  28.0224, -14.2844,  94.4995,   5.5283,   2.4083,   5.9547,  24.9550, 6.5474e+03,   803,  0.91720 
  247,   3.7890,  49.6520,  26.9141, -13.0402,  83.2237,   6.6345,   2.8804,   7.1024,  25.6788, 7.3073e+03,   803,  1.45082 
  248,   3.7930,  41.1027,  29.9485, -11.4087,  94.0697,   7.1819,   4.0173,   7.6257,  37.5333, 6.9816e+03,   803,  1.08392 
  249,   3.7970,  39.3893,  36.0318, -16.8411,  82.4770,  21.0943,   9.3629,  21.5695,  44.3516, 7.5746e+03,   803,  1.49110 
  250,   3.8010,  38.8990,  38.3444, -19.3714,  75.7136,  37.4859,  14.1443,  37.9630,  50.4393, 7.4616e+03,   803,  0.66498 
  251,   3.8050,  23.9907,  37.0022,  -8.4466, 110.0262,  11.4809,  11.4610,  11.9276,  92.9799, 7.5489e+03,   803,  1.16663 
  252,   3.8090,  28.4853,  41.4780, -14.2072,  82.2504,  45.1592,  24.7375,  45.6665,  92.0729, 8.8684e+03,   803,  1.26235 
  253,   3.8130,  29.9731,  47.0395, -18.1744,  80.8148,  89.8266,  40.1338,  90.2754, 110.3645, 7.1115e+03,   803,  1.07505 
  254,   3.8170,  27.1577,  40.2138, -14.8393,  66.3160,  88.5768,  35.6136,  89.0579,  97.8848, 7.2838e+03,   803,  0.77259 
  255,   3.8210,  25.4865,  46.9258, -15.5417,  74.4677, 125.0684,  55.7084, 125.4881, 139.3287, 6.0469e+03,   803,  0.71746 
  256,   3.8250,  19.7363,  44.6015, -10.2016,  96.7301,  31.9286,  30.1400,  32.3453, 125.3423, 6.4201e+03,   803,  0.61854 
  257,   3.8290,  18.4827,  48.7044,  -9.6071, 101.9444,  44.1125,  44.9746,  44.5466, 186.4667, 7.2036e+03,   803,  1.34021 
  258,   3.8330,  15.1265,  43.6338,  -5.9768,  96.4847,  31.4633,  39.1888,  31.9166, 215.7602, 7.5591e+03,   803,  1.15930 
  259,   3.8370,  25.5162,  43.3471, -15.1126,  77.3328,  61.9135,  32.7531,  62.3398,  92.9913, 6.1896e+03,   803,  1.05803 
  260,   3.8410,  15.5185,  40.4662,  -8.2968, 104.9797,  17.9535,  25.1992,  18.4009, 120.0040, 7.4919e+03,   803,  0.86781 
  261,   3.8450,  13.2738,  40.3574,  -6.2365, 127.9011,  11.9721,  23.8707,  12.4137, 169.5684, 7.8064e+03,   803,  0.95816 
  263,   3.8530,  18.2924,  46.9628, -10.9746,  99.2933,  37.1157,  37.8128,  37.5211, 134.9527, 6.1881e+03,   803,  0.64471 
  264,   3.8570,  18.3238,  49.0518, -11.2190,  87.6460,  81.9703,  66.4350,  82.4193, 192.7234, 7.3774e+03,   803,  1.16331 
  265,   3.8610,  15.4303,  37.3203,  -6.9051, 103.2935,  12.9348,  18.7420,  13.3655, 109.5693, 6.8518e+03,   803,  0.72823 
  266,   3.8650,  17.6354,  41.9045,  -9.5828,  86.3783,  36.3086,  34.2883,  36.7646, 123.2117, 7.3097e+03,   803,  0.76197 
  268,   3.8730,  14.8775,  39.4212,  -7.1059,  99.1377,  17.6591,  24.6007,  18.0896, 123.7879, 6.7757e+03,   803,  0.83241 
  269,   3.8770,  14.3821,  45.3663,  -7.3117, 115.8007,  21.7762,  34.5956,  22.1941, 183.0095, 6.8466e+03,   803,  0.89262 
  270,   3.8810,  15.7617,  49.4417,  -8.7883, 117.3443,  32.5909,  45.9685,  33.0319, 211.8050, 7.7552e+03,   803,  0.85673 
  271,   3.8850,  15.3026,  38.1340,  -6.8797, 124.6721,   9.1397,  15.8339,   9.5356, 117.3143, 6.2176e+03,   803,  0.89722 
  272,   3.8890,  14.2559,  40.0483,  -6.6685, 116.4693,  15.2514,  26.0649,  15.7416, 164.0437, 9.3166e+03,   803,  1.42860 
  273,   3.8930,  17.8021,  40.5719,  -9.9297, 104.6858,  18.0502,  21.9863,  18.4924,  99.8295, 7.3133e+03,   803,  1.08366 
  274,   3.8970,  23.9501,  48.3127, -17.4695,  83.9255,  91.5027,  53.3162,  91.9594, 124.7845, 7.5030e+03,   803,  1.11734 
  275,   3.9010,  16.5898,  46.7196, -10.8399, 109.8126,  27.4252,  35.0724,  27.8320, 131.5628, 6.4187e+03,   803,  1.38058 
  276,   3.9050,  18.1664,  23.0824,  -3.9705, 125.9666,   2.7991,   5.2685,   3.2642, 101.0381, 1.2016e+04,   803,  0.87151 
  277,   3.9090,  21.3034,  33.5095, -11.1153,  58.9506,  54.6273,  27.7705,  55.1696,  79.2561, 8.3048e+03,   803,  1.45672 
  278,   3.9130,  15.2655,  31.2457,  -6.1958,  72.5786,  18.2481,  19.5399,  18.7881,  90.9881, 8.9905e+03,   803,  1.08977 
  279,   3.9170,  15.5342,  34.3645,  -6.4961, 113.9943,   7.2104,  11.9277,   7.5978,  88.8897, 5.7745e+03,   803,  0.61369 
  280,   3.9210,  13.5269,  45.1092,  -6.9981, 122.1652,  18.9502,  33.9055,  19.3680, 190.5028, 6.9490e+03,   803,  0.97143 
  281,   3.9250,  15.3622,  43.7850,  -8.4204, 112.8195,  22.1568,  32.6087,  22.6231, 158.2965, 8.4176e+03,   803,  0.78607 
  282,   3.9290,  16.9918,  43.2915,  -9.5308, 106.3790,  21.3262,  26.7531,  21.7374, 118.2626, 6.4167e+03,   803,  1.01412 
  283,   3.9330,  24.0413,  43.1237, -15.3929,  83.8861,  45.0779,  29.1770,  45.5181,  84.3510, 6.7843e+03,   803,  0.88914 
  284,   3.9370,  14.0695,  29.9687,  -4.9009, 114.0894,   4.8681,   9.5503,   5.2723,  91.2034, 6.4630e+03,   803,  0.92619 
  285,   3.9410,  16.6106,  37.2744,  -7.4804, 119.3034,   9.4018,  14.5783,   9.8124, 102.7610, 6.5834e+03,   803,  0.62898 
  286,   3.9450,  18.8588,  35.8267,  -8.8082, 117.4953,   9.7844,  13.4271,  10.2631,  91.3375, 8.9042e+03,   803,  1.03724 
  287,   3.9490,  22.0494,  32.2542,  -9.6658, 111.6580,   6.7934,   8.0362,   7.2292,  57.2277, 7.5664e+03,   803,  0.66446 
  288,   3.9530,  23.2904,  28.7837,  -9.2712,  93.0595,   6.8134,   6.8136,   7.2841,  44.5443, 7.8550e+03,   803,  1.33997 
  291,   3.9650,  34.9913,  25.6037, -13.0581,  70.9414,   7.8179,   4.1202,   8.2922,  22.1373, 6.7436e+03,   803,  0.79800 
  292,   3.9690,  36.2133,  25.3884, -14.4220,  68.5360,   6.9735,   3.4175,   7.3773,  16.6650, 4.7658e+03,   803,  0.55601 
  293,   3.9730,  32.3566,  20.5919,  -8.4508,  83.8580,   2.9780,   2.3831,   3.4114,  23.5780, 7.4617e+03,   803,  0.99506 
  295,   3.9810,  23.3785,  23.9579,  -6.9994,  93.6813,   3.6153,   4.0624,   4.0422,  38.1086, 7.0409e+03,   803,  1.10153 
  296,   3.9850,  21.2518,  26.1116,  -7.1686,  95.8769,   4.8279,   5.7874,   5.2966,  48.1110, 8.2000e+03,   803,  0.66791 
  297,   3.9890,  23.3746,  24.6521,  -8.4827,  82.2840,   5.0702,   4.8965,   5.5302,  32.2069, 7.1693e+03,   803,  1.02432 
  298,   3.9930,  25.1498,  25.6189, -11.2492,  75.0456,   6.3789,   5.0160,   6.8132,  23.8389, 5.9438e+03,   803,  0.54796 
  299,   3.9970,  19.7266,  27.8056,  -8.2058, 100.8778,   5.0081,   6.5387,   5.4448,  45.8800, 7.1844e+03,   803,  1.11840 
  301,   4.0050,  15.3273,  23.8223,  -4.8405,  93.7127,   3.4700,   5.9700,   3.8857,  53.2158, 6.7074e+03,   803,  1.07383 
  302,   4.0090,  17.4507,  29.4090,  -7.4068, 102.2247,   6.1312,   8.8695,   6.5916,  60.6377, 7.9149e+03,   803,  1.04235 
  303,   4.0130,  16.3336,  30.4071,  -7.0042, 115.7040,   5.4212,   9.2013,   5.8606,  72.2942, 7.6607e+03,   803,  0.89654 
  304,   4.0170,  16.5130,  30.5295,  -7.3017, 104.8569,   5.9634,   9.1433,   6.3775,  61.0159, 6.4413e+03,   803,  1.06567 
  305,   4.0210,  17.9531,  34.0855,  -9.5159,  82.7825,  16.3670,  16.6590,  16.8411,  65.8357, 7.4876e+03,   803,  1.38834 
  306,   4.0250,  21.3228,  37.5234, -12.0936,  86.6271,  20.6091,  17.5202,  21.0519,  64.7629, 6.7564e+03,   803,  1.12009 
  307,   4.0290,  20.0396,  20.0709,  -9.8295,  79.9888,   3.3709,   4.2191,   3.8613,  21.2407, 9.2513e+03,   803,  1.10204 
  308,   4.0330,  14.0927,  32.1730,  -6.8487, 120.6511,   5.4787,  10.8486,   5.8749,  77.6449, 6.2649e+03,   803,  0.82320 
  309,   4.0370,  14.0981,  27.2123,  -6.3525,  94.1293,   5.1907,   8.9946,   5.6254,  53.7716, 7.0964e+03,   803,  1.18084 
  310,   4.0410,  15.2121,  36.1621,  -7.9172,  81.5276,  20.4333,  23.0585,  20.8717,  88.3715, 6.4186e+03,   803,  0.77055 
  311,   4.0450,  13.1629,  28.0754,  -4.9211, 103.1219,   4.5616,   9.0605,   4.9606,  72.4809, 6.0637e+03,   803,  0.87756 
  312,   4.0490,  16.3861,  32.7439,  -8.5268,  83.7096,  13.0430,  15.1607,  13.5009,  63.0719, 6.9887e+03,   803,  0.97548 
  313,   4.0530,  13.7017,  26.7116,  -6.2928,  77.0425,   7.6330,  11.0365,   8.1087,  51.7555, 7.1712e+03,   803,  0.53301 
  314,   4.0570,  17.9288,  25.4754,  -7.5633,  64.1561,  11.3611,  10.2533,  11.9158,  44.1869, 8.5735e+03,   803,  0.66872 
  315,   4.0610,  17.1433,  35.6849,  -9.9993,  74.2521,  29.6401,  26.2188,  30.1496,  81.4118, 8.3008e+03,   803,  0.71358 
  316,   4.0650,  16.0599,  35.4659,  -9.1309,  85.5740,  17.7547,  20.5047,  18.2276,  76.8984, 7.6002e+03,   803,  1.06807 
  317,   4.0690,  12.1932,  26.7579,  -4.7416, 110.6560,   3.6170,   8.4892,   4.0126,  72.9363, 6.4150e+03,   803,  1.17772 
  318,   4.0730,  10.5727,  27.7717,  -5.0457,  69.3417,  11.5278,  18.3470,  12.0186,  72.9511, 7.1245e+03,   803,  0.92756 
  319,   4.0770,  12.1429,  35.2926,  -6.9645, 105.3866,   9.7005,  18.7857,  10.1150,  90.6940, 6.3837e+03,   803,  1.22624 
  320,   4.0810,  22.1017,  36.7354, -15.7207,  60.6980,  74.0260,  34.2026,  74.4969,  69.9884, 6.5372e+03,   803,  1.02072 
  321,   4.0850,  22.0450,  34.2318, -14.7439,  58.6665,  55.1696,  26.1286,  55.6390,  57.2836, 6.2498e+03,   803,  1.00881 
  322,   4.0890,  13.3747,  28.1039,  -7.1940,  73.8817,  11.1737,  15.1503,  11.7035,  56.8212, 8.6458e+03,   803,  1.25067 
  323,   4.0930,  22.3728,  37.7608, -15.9434,  64.1247,  73.7099,  36.4182,  74.2246,  77.1379, 8.0700e+03,   803,  1.49214 
  324,   4.0970,  10.6901,  27.2435,  -4.9058,  91.6716,   5.5090,  12.2279,   5.9504,  69.5971, 6.9286e+03,   803,  1.06357 
  326,   4.1050,  12.9737,  31.7092,  -7.1103,  86.6200,  11.5645,  18.0635,  12.0611,  75.4083, 8.3473e+03,   803,  0.95471 
  327,   4.1090,  10.7779,  40.9434,  -6.8581, 106.1901,  19.2157,  39.0785,  19.6836, 157.5639, 8.2403e+03,   803,  1.26999 
  328,   4.1130,  11.6470,  40.2872,  -6.8747, 114.0920,  14.6743,  29.9984,  15.1172, 144.9510, 7.5591e+03,   803,  0.95167 
  329,   4.1170,  10.8247,  33.9212,  -5.9425, 101.2783,  10.6190,  22.6414,  11.1055, 110.7167, 8.6431e+03,   803,  0.86004 
  330,   4.1210,  12.0727,  34.1328,  -8.1406,  74.6092,  22.9178,  30.0823,  23.4125,  83.1561, 7.7715e+03,   803,  1.29974 
  332,   4.1290,   8.9451,  28.5784,  -4.0808,  97.3825,   6.0455,  16.5520,   6.5057, 100.1786, 7.7336e+03,   803,  1.04554 
  333,   4.1330,   9.2536,  29.9711,  -5.1988,  92.9126,   7.3621,  18.0480,   7.8059,  82.0243, 6.9351e+03,   803,  0.84071 
  335,   4.1410,  11.6211,  33.4996,  -7.4338,  85.3884,  14.5327,  24.0344,  15.0206,  82.3089, 8.0267e+03,   803,  1.35687 
  336,   4.1450,   9.0231,  26.7449,  -4.8621, 115.3208,   3.8428,  12.6203,   4.2838,  82.7183, 8.2254e+03,   803,  0.96637 
  337,   4.1490,  12.0384,  41.6144,  -8.2661,  89.7494,  31.4394,  46.1496,  31.9001, 138.0082, 7.5503e+03,   803,  1.38372 
  338,   4.1530,  10.0806,  37.1528,  -6.8030,  95.7101,  16.1106,  32.9369,  16.5736, 116.1757, 7.6797e+03,   803,  1.11230 
  339,   4.1570,  10.7501,  27.3853,  -5.0089,  51.1100,  29.4471,  28.6120,  29.9451,  88.7280, 6.8301e+03,   803,  1.10009 
  340,   4.1610,  10.5665,  24.7019,  -4.5228,  70.8566,   7.6339,  13.6605,   8.1562,  64.7582, 8.1911e+03,   803,  1.00118 
  341,   4.1650,  15.6547,  32.6095, -12.2672,  48.2817, 134.0195,  60.5017, 134.5434,  98.7528, 6.9366e+03,   803,  0.71569 
  342,   4.1690,   7.8206,  32.1463,  -4.5235,  92.1963,  10.3985,  28.6635,  10.8815, 121.4180, 8.1483e+03,   803,  1.34852 
  343,   4.1730,  14.1425,  40.8056, -11.3656,  61.6374, 154.0753,  98.0635, 154.5678, 169.1150, 7.4462e+03,   803,  0.98698 
  344,   4.1770,   9.6576,  29.6106,  -7.0327,  63.8911,  19.5543,  28.6847,  20.0579,  67.0759, 7.2206e+03,   803,  0.88251 
  345,   4.1810,  18.4574,  39.4736, -14.9978,  60.8736, 125.9678,  62.9685, 126.4522, 108.3841, 7.0882e+03,   803,  1.10234 
  346,   4.1850,   8.8171,  25.9511,  -4.8215,  84.6225,   5.6143,  14.3228,   6.0717,  63.3791, 7.1277e+03,   803,  1.20803 
  347,   4.1890,  11.0788,  27.8010,  -8.0284,  62.0358,  17.4304,  22.5204,  17.9737,  52.8703, 8.1488e+03,   803,  1.39376 
  348,   4.1930,   5.9140,  22.8800,  -3.7288,  99.0452,   2.8678,  13.7874,   3.2683,  66.7885, 6.8587e+03,   803,  1.00352 
  349,   4.1970,   7.2397,  28.0106,  -5.1710,  87.0757,   6.7686,  20.6412,   7.2234,  70.2061, 7.0680e+03,   803,  0.99928 
